date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:30:30	145904/145904	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-239f0%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.min.js?ver=3.17.11	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.min673e.js	(from https://sameday.guru/)
19:30:30	4997/4997	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-1385%22	https://sameday.guru/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.0	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor/assets/js/webpack.runtime.minde8f.js	(from https://sameday.guru/)
19:30:31	63265/63265	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-f721%22	https://sameday.guru/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.0	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor/assets/js/frontend-modules.minde8f.js	(from https://sameday.guru/)
19:30:31	21438/21438	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-53be%22	https://sameday.guru/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/jquery/ui/core.min3f14.js	(from https://sameday.guru/)
19:30:32	39972/39972	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-9c24%22	https://sameday.guru/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.0	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor/assets/js/frontend.minde8f.js	(from https://sameday.guru/)
19:30:32	411/411	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-19b%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-wrapper-link.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-wrapper-link.mindf08.js	(from https://sameday.guru/)
19:30:33	7664/7664	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-1df0%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/cotton.min.js?ver=1	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/cotton.min68b3.js	(from https://sameday.guru/)
19:30:33	2368/2368	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-940%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-cursor-effects.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-cursor-effects.mindf08.js	(from https://sameday.guru/)
19:30:34	17741/17741	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-454d%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/anime.min.js?ver=3.2.1	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/anime.mindeae.js	(from https://sameday.guru/)
19:30:34	3582/3582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-dfe%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/RevealFx.min.js?ver=0.0.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/RevealFx.min2fb2.js	(from https://sameday.guru/)
19:30:34	1235/1235	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-4d3%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-reveal-effects.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-reveal-effects.mindf08.js	(from https://sameday.guru/)
19:30:35	270857/270857	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-42209%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/lottie.min.js?ver=5.6.10	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/lottie.mindac3.js	(from https://sameday.guru/)
19:30:36	71520/71520	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-11760%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/gsap.min.js?ver=3.12.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/gsap.mine56c.js	(from https://sameday.guru/)
19:30:36	35412/35412	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-8a54%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/Draggable.min.js?ver=3.12.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/Draggable.mine56c.js	(from https://sameday.guru/)
19:30:37	7450/7450	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-1d1a%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/InertiaPlugin.min.js?ver=3.12.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/InertiaPlugin.mine56c.js	(from https://sameday.guru/)
19:30:37	4737/4737	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-1281%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-marquee.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-marquee.mindf08.js	(from https://sameday.guru/)
19:30:37	1316/1316	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-524%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-lottie-image.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-lottie-image.mindf08.js	(from https://sameday.guru/)
19:30:38	23077/23077	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-5a25%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/popper.min.js	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/popper.min.js	(from https://sameday.guru/)
19:30:38	28647/28647	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-6fe7%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/tippy.all.min.js	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/tippy.all.min.js	(from https://sameday.guru/)
19:30:39	1606/1606	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-646%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-tooltip.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-tooltip.mindf08.js	(from https://sameday.guru/)
19:30:39	3216/3216	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-c90%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-parallax-effects.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-parallax-effects.mindf08.js	(from https://sameday.guru/)
19:30:39	10207/10207	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-27df%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/confetti.browser.min.js?ver=v5.19.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/confetti.browser.min7c7a.js	(from https://sameday.guru/)
19:30:40	5194/5194	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-144a%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-confetti-effects.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-confetti-effects.mindf08.js	(from https://sameday.guru/)
19:30:40	1466/1466	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-5ba%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-accordion.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-accordion.mindf08.js	(from https://sameday.guru/)
19:30:41	1118/1118	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-45e%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.min.js?ver=7.11.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/js/common/helper.mindf08.js	(from https://sameday.guru/)
19:30:41	5825/5825	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-16c1%22	https://sameday.guru/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.19.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min34a7.js	(from https://sameday.guru/)
19:30:41	8171/8171	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-1feb%22	https://sameday.guru/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://sameday.guru/)
19:30:42	6625/6625	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-19e1%22	https://sameday.guru/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://sameday.guru/)
